text,expected,predicted
"Наш мозг может распознавать слова с перемешанным набором букв По рзеузльаттам илссоевадний одонго анлигсйокго унвиертисета, не иеемт занчнеия, в каокм проякде рсапжоолены бкувы в солве. Галовне, чотбы преавя и пслонедяя бквуы блыи на мсете. осатьлыне бкувы мгоут селдовтаь в плоонм бсепордяке, все-рвано ткест чтаитсея без побрелм. Пичрионй эгото ялвятеся то, что мы не чиаетм кдаужю бкуву по отдльенотси, а все солво цлиеком. Но читать такое не всегда комфортно, в особенности когда не правильно пишут имена, пытаясь видимо блеснуть интеллектом или показать свое отношение к персоне. Хз, пусть даже человек этим письмом спасет мир, но если там будет что-то типа Петорпы Рошенка, Уткин Хуйло и т.д. , то это однозначно быдло и дизлайк.
",1.0,0.0
"Даже сломанный холодильник за ночь набирает до трёх просмотров...
",0.0,0.0
"Ватерпик лучший, на мой взгляд. Было несколько разных, вот он служил дольше всех, и мотор тянул без проблем, куча насадок. По случайности обломился шланг, сам восстановить не смог, в остальном всё работает
",0.0,0.0
"Я думаю она это сделала в качестве витрины, для привлечения клиентов.
",0.0,0.0
"Так не ноль, а нуль. Так как математику подменили, осмелюсь предположить, что в системе счёта древних русов, нуль - это не то же самое, что и ноль мимо",1.0,0.0
"Ой , не пугайте меня - мы что все станем евреями ?
",1.0,0.0
"Слушай, вот серьезно, обратись к врачу. Да-да, они все жиды, и психиатрия - это вообще псевдонаучные штучки пейсатых, но ты все же обратись.
",1.0,1.0
"Вот думаю озадачится, может маринад какой то придумать, что бы мясо сделать мягче) просто мы обычно свинину едим, а говядину раз в пол года, щас по-скольку начали снимать, нужно изучить этот вопрос)
",0.0,0.0
"Вроде в 29 какая-то дизайнерская межушная железа отмирает. Но это не точно.
",0.0,0.0
"ООО с НДС надо куда то этот НДС сливать. И если выбор между контрагентами типа ИП и ооо с НДС, то выбор будет однозначно в пользу ООО. Опять же многое зависит от ответственности. Если ваша компания может что то сломать чужое при исполнении работ, то лучше ООО, так как ИП отвечает своим имуществом, ооо нет. Вы бы пояснили чем хотите заниматься для начала, так будет проще посоветовать
",0.0,0.0
"90 Двача живут за МКАДом, зачем им эти треды?
",0.0,1.0
"Атмосферный мотор объемом 1,2 литра развивает 65 сил и с помощью механической 4-ступенчатой коробки передач разгоняет модель массой 793 кг до 60 миль ч (97 км ч) за 16,0 секунд, заканчивая разгон на отметке 141 км ч. К основным недостаткам, отмеченным на тест-драйве Datsun 120Y Coupe, отнесли: посредственную плавность хода, скоромный уровень разгонной динамики и тормоза, склонные к перегреву.
",0.0,0.0
"Гашишный психоз, шизофреноподобное расстройство психики, формирующееся при длительном ежедневном злоупотреблении психотропными препаратами конопли. Внешние признаки, позволяющие заподозрить наличие психоза нарушение координации движений (в особенности, походки и мелкой моторики), невнятное произношение слов (как будто речевые органы предельно расслаблены), бессвязность речи, вялая мимика. Для ранних стадий гашишного психоза характерны слуховые галлюцинации, фобии, сверхценные идеи, бред преследования, раздражительность, обидчивость; на более поздних стадиях преобладает апатия и депрессивные настроения, иногда постоянная безадресная злость.
",1.0,0.0
"Ух какой сладкий петушок. В камере нарасхват будет.
",1.0,0.0
"на пятак из украча: Форс свиней , хохлуту, какелов и прочих (раSSово антифашиSSтских) именований украинского народа отправляется в бан свиня плиз
",1.0,1.0
"Возвращение мне в свое время очень понравилось и атмосфера и картинка.
",0.0,0.0
"А как связана фраза наказание за любые правонарушения и пожизненное заключение?
",0.0,0.0
"Решение не очень Стоило на пару метров вперёд перенести забор.
",0.0,0.0
И делать нехер. От слова совсем. Тоже ни капли не скучаю по деревне.,0.0,0.0
"Вот уж кого не жалко, так это спасибоевного хуесоса, созданного в рамках пиара путина вместе со всеми другими кликбейтными говновидосами типа путин облапал тысячу сисек .
",1.0,0.0
"так все уже, гэбня будет слушать. оранж не пройдет, а нах он тогда нужен. расходимся, пацаны трафик со спутника в обязательном порядке будут приземлять в РФ, прогонять через СОРМы и т.п.
",1.0,0.0
"Блин, а на четвёртом фото это даже неплохо смотрится. Элегантно так
",0.0,0.0
"Я написал ниже про суп Том Кха. Изначально версия супа из Бирмы была именно с кокосовым молоком, 16 век. Почему с ним, сейчас поясню, война дело затяжное, источники пресной воды на островах редкость и ограничены. А пить надо! Вот и придумали суп Том Ям, но где взять пресную воду, ответ - кокос. Как и в любой войне - нужно использовать ресурсы по максимуму. Просто добавлять в суп сок кокоса - расточительство. Вот и придумали растолочь мякоть из кокоса и залить соком, а потом отжать, как итог - типичное для для нас белое кокосовое молоко.
",0.0,0.0
"это тоже есть, от сторожа до главврача все кумовья - хохлы ведь в основном
",1.0,0.0
"Зачем вообще на рабочем компе заходить в свои социальные сети? Смартфон использовать не проще?
",0.0,0.0
"Учитывая что в рубле 100 копеек, одно другому не противоречит.
",0.0,0.0
"В чём секрет золота? Золото не ржавеет и поэтому его можно хранить бесконечно долго.
",0.0,0.0
"Экзамен на получение и ежегодное подтверждение лицензии охранника с лёгкостью покупается, достаточно внести сверху пару тысяч за так называемую подготовку и можешь тыкать рандомные ответы на выходе получишь бланк с правильными ответами. При этом всё оплачивается официально через кассу, со всеми чеками. А вот за медкомиссиями контроль усилили. Уже не получится просто померить давление в соседнем подвале и тут же получить оружейную справку. Всех врачей теперь нужно пройти реально, плюс ещё пописать в баночку и сходить в районный наркодиспансер.
",0.0,0.0
"В пользу того что это слово зародилось именно в Харькове можно привести тот факт, что многие жители Харькова просто не знают литературного названия данного предмета и его синонимов. Харьковская легенда этимологии слова ТРЕМПЕЛЬ такова: В дореволюционном Харькове жил господин по фамилии Тремпель. Уже тогда в городе работали несколько конкурирующих между собой фабрик и мастерских по пошиву одежды. Каждый из конкурентов думал как выглядеть привлекательней в глазах своих клиентов. Фабрикант Тремпель обратился к специалистам, по нанесению рисунков и изображений на любую поверхность и заказал особые, как сейчас говорят фирменные плечики для одежды. Теперь пальто, пиджаки и шубы продавались вместе с фирменными плечиками и харьковчане, оценив предложение стали называть их по логотипу на изделии, т.е. ТРЕМПЕЛЬ . То есть, оно использоваться может много где, но происхождение своё берёт именно в Харькове.
",0.0,0.0
"Игромания не переходит к Канобу, никоим образом. Гаджи - новый сотрудник, руководитель, но не владелец и не главред. И да, он создал Канобу и был его операционным директором, но не является им в настоящий момент. Нет никакой речи о пересечении между этими двумя площадками.
",0.0,0.0
"там еще метро говорят недавно открыли)
",0.0,0.0
"расиянская ментовня, похоже, бьется за звание самой позорной во всем мире.
",1.0,0.0
"Ну не знаю. Совсем котолампово. Прям почти уверен, что где-то уже читал подобное.
",0.0,0.0
"К слову, мне понравилось, но сам Набоков считал этот роман одним из самых херовых в своём творчестве.
",1.0,1.0
"залетуха плиз, если ты так любишь покой, то ты бы вспомнил лето и осень, когда даун на модере тер АБСОЛЮТНО все, а так ты просто даун который очередной раз разжигаешь срач и тебе похуй на реакшены, главное просто повыебываться и посрать.
",1.0,1.0
"Когда деньги пытаются заработать на жизни и здоровье ребенка это ужасно. По законам капиталистического хозяйствования и как нам тут постоянно втирают либерально настроенные граждане, прибыль - это высшая ценность. Так что ничего удивительного.
",0.0,0.0
65. Какой компактный пикабушник),0.0,1.0
"Не заправляю. Но и не подворачиваю штанины, чтоб мои носки в горошек у всех на виду были. Ебанутые сука, что весной, что осенью. На улице -3, -5, они с подворотами и голыми лодыжками бродят в летних кроссовках с огромной соплей под носом. Зато носки свои всем показали, в тон джинсам.
",1.0,0.0
"Ок, спасибо за наводку.
",0.0,0.0
"Не подряд . Просто в определенной ценовой категории - 100т.р . Надо , что бы жене понравилась не убитая без шпакли не более 2 крашенных элементов.
",0.0,0.0
"Ты отвечаешь педрюхе, ты хейпостишь других анонов, ты получаешь тот тред который заслуживаешь.",1.0,1.0
"Вообще-то наш уровень полностью совпадает с уровнем Ирана во всём. По ВВП, по государственному строю, по доминации церкви над разумом народа. Мы по своей сути стоим для внешнего мира в одном сравнении с Ираном. Иран, Россия, КНДР, СА. Это список стран спонсирующих терроризм. Вся разница между нами лишь в том, что у нас культ денег, а у них культ религии.
",0.0,0.0
"Окей, понял тебя. Просто у тебя не было явного перехода между мыслями - сам прочитай - начало про убийство носителя, конец про стратегию размножения: Они такие же как мы и они живут не чтобы убивать, а убивают чтобы жить. Просто они иначе не умеют, в биологии это названия R-стратегией.
",0.0,1.0
"U Zagori na izvoru rijeke ikole Stala bra a da obrane na e domove, Stoji Hrvat do Hrvata, mi smo bra a svi Ne ete u avoglave dok smo ivi mi
",0.0,1.0
"Не все можно откатить автоматически. Windows 10 откатывается в случае неудачного обновления. С серверами вопрос стоит совершенно иначе. Там ничего автоматически откатывать и накатывать нельзя. Независимо от платформы и разработчика. Назовите мне почтовый софт, который откатывает сервер автоматически и за пять минут в случае неудачного обновления.
",0.0,0.0
"Модератор, он всё ещё не в бане. Уже почти два дня прошло! совсем блять расслабились, не модеры, а пидорасы хуями фаршированные
",1.0,0.0
"Будешь нарушать, долго не продержишься.
",1.0,1.0
"В нашей. По фото нихрена не понятно, но 100 там старый добрый фузор Фарнсуорта. Мальчик не гений, эту хрень собирали все кому не лень, она ни для чего не пригодна, кроме как показывать возможность термоядерного синтеза в домашних условиях.
",0.0,0.0
"но ведь оригинальная ультима тоже была онлайн
",0.0,0.0
"Короч, еще пару плюсов в карму этого производителя. Купил сыну часы такие, для первого класса норм. Трекер, позвонить можно на них, камера на крайняк. И через 10 месчцев перестала работать одна кнопка. Отнес по гаратнии, ждал долгого ремонта. Но нет - позвонили через дней 10, сказали приезжайте заберите новые. Что было немедленно сделано. Риальне новые часы с новым айди в заводской упаковочке. Крч спс от ЛЛ ) Нивкоем не реклама, часы хороши по отношению цена качество. Есть куча более крутых моделей.
",0.0,0.0
"сейчас повсеместно переходят на электронный дневник и задания учителя уже обязаны писать там, весьма удобно.
",0.0,0.0
"история подводной лодки курск фильм получился очень хорошим. без пропагандонщины. правдивый. всё как по официальным отчётам было. только вот смешно когда нужно показать эностранцу город и жизнь в россии, ему нужно в искать самые зашкваренные раёны у себя. напомню, в курске ёбнула торпеда. а именно её топливо. топливо которое уже доставляло белым людям хлопот и были катастровы на лодке из за него. потому от него отказались. но у рашки не было денег от него отказыватся, и необучаемость погубила подлодку и людей. это топливо с прикосновением метала очень взрывоопасно становится, вот и случилось. так же экипаж не могли достать из за того что не было рабочих средств спасения. европейцы предлагали свою помощь и даже прислали уже на место крушения свои спасательные подлодки. но их помощь не приняли. мол сами справимся. что мы сверх подержава или нет?! оказалось нет. ещё расследование показало что экипаж случайно устроил у себя там в безопасном отсеке мини-взрыв, потеряв таким образом последний воздух.
",0.0,0.0
"А можно было сделать все в текстовом, более удобном формате. Без воды этой вот.
",0.0,0.0
"а вдруг они предохранялись
",0.0,0.0
"Моя так хвост лизала, только она была не после операции. Оказалось нервное, пропили успокоительные и все норм. Может и у вашей так же? Перенервничала после операции, и лижет?
",1.0,0.0
"Не похоже что гора длинной километр. От силы 100 метров.
",0.0,0.0
"Козырёк на второй фотке дешёвым сайдингом обшит? Как-то он не вписывается в общий стиль дорого-бохато ...
",1.0,1.0
"Да обычная логика. Глупо говорить, что человек не может то, чего он даже не делает. Может, он реально просто не хочет.",0.0,0.0
"Жалко что его уволили из группы, на предпоследнем альбоме он нехило так разгулялся. Особенно тут в последней части: https: www.youtube.com watch?v EFEmTsfFL5A",0.0,1.0
"А я вот поэтому пин-код записываю на карте, шифром, при этом ключ от шифра помню отлично. Так что если забыл всегда могу посмотреть
",0.0,0.0
"На фото как есть юпитер 5
",0.0,0.0
"Грубо говоря при капитализме труд человека - есть богатство собственника средства производства. При социализме средство производства принадлежит совокупно трудящимся. 70 лет - слишком мало для того, чтобы построить безошибочную модель социализма в пределах одной огромной страны, еще и пережившей страшную войну. При социализме имеет место более гибкое перераспределение богатств. Да, было тяжело при советской власти, и я понимаю тех, кто уехал. Всё таки хочется жить по-человечески. Ошибка была в том, что слишком затянуты были гайки. Открыли краны не сбавив давление. Вот и рвануло. А построить правильное социалистическое государство и общество еще можно. Для этого надо на небольшой по населению, но богатой ресурсами территории, вводить налоговые и таможенные льготы, менять структуру взаимодействия власти и населения. И ни в коем случае эти преобразования не должны иметь революционный характер. Экономика и социалка должна оставаться стабильной
",0.0,0.0
"Мне одному его фамилия вечно слышится как Омежко?
",1.0,1.0
"Вонючий совковый скот прибежал и ноет.
",1.0,1.0
"Ну за 43к в месяц я бы, наверное, посидел там 40 лет
",0.0,0.0
"У меня ануб кафефолия два года сидел почти не давая листья. Пересадил в противоположный угол, заглубив по шейку нижнего листа в грунт. И тут он попёр! при чём стал расти параллельно грунту, держа стебель в пяти сантиметрах от него и держа всю эту конструкцию на корнях. в итоге выкорчевал кху ям, тк под ним нереально чистить грунт. Анцы, правда, очень расстроилась.
",0.0,0.0
"Мне всегда нравилось, что в начале серии сюжет о чем-то, что в итоге приводит совершенно к другой теме
",0.0,0.0
"Лазурник, ты? Я узнал тебя по твоим шизоидным постам. Помнишь, как ты пытался что то выдавить из себя в Джапари библиотеке, а мы с ассистентом нассали в твоё карри? Ты ещё съел, облизнулся и попросил добавки. А потом сказал, что всю жизнь будешь ненавидеть друзей, но когда ты пошёл на них в рейд, чтобы их съесть, то они пустили тебя по кругу, после чего тебе наложили на анус восемь швов. Как поживаешь, Лазурник?
",1.0,1.0
"кроме мбс больше нет ничего в этой сумме денег?
",0.0,0.0
"По экономическим показателям это как? У нас живет 10 нищих и получают по 1 доллару, итого 10 долларов. А в ЕС есть какая страна где живет всего 2 человека, но получают по 4 долларов, итого 8 долларов. Итого УРА? Мы кого-то обошли по экономическим показателям? А можно перечислить страны, кого мы обошли? Но только на душу населения?
",0.0,0.0
"технический проход в хохлы Даже хохлы могут в сплоченность и бунт (это еще до событий на донбасее кстати 2013 год) какие же пидорахи куколды
",1.0,0.0
"Там математика уровня 11 класса школы. Если респонденты рандомные, а не отобранные исходя из предыдущих исследований.
",0.0,0.0
"Вас, извините, юрлицо совокупляло? Тут кагбэ про это. А вообще с алиментами пристава лучше работают
",0.0,0.0
"Добрый день , подскажите , а как обстоят дела с аэропортами. 30 км зона. Нужно ли сейчас с ними согласовывать??
",0.0,0.0
"Такое уже было с автомобилями. Один совершит преступление, второго посадят)
",0.0,0.0
"А что за фильм? Выглядит забавным, типа Очень страшное кино
",0.0,0.0
"За все приложения не скажу, но в яндекс такси точно можно выбрать процент чаевых
",0.0,0.0
"блядь, фу. конце он свой хуй облизывает
",1.0,1.0
"НУ ВОТ, ЕРОХИН УЖЕ СВАЛИЛ ЗА БУГОР, А ТЫ ВС СИДИШЬ КАК СЫЧ В СВОЕМ ПО И СИСЯНУ ДОНАТИШЬ!!
",1.0,1.0
"и 3 алкоголика бомжа спящих на них
",1.0,0.0
"Да слил ты марго, Стасик, слил. А теперь выпей таблеточки
",1.0,1.0
"Спасибо за статью, было интересно. Хотелось бы только попросить проверке перед публикацией, кое где не стоит неуместно)
",0.0,0.0
"Нифига не новый парк машин, машины все были переданы видимо давно, толком никто не занимался чисткой, внутри вполне войлок пыльный был. Благо, у меня был отличный компрессор, который такую пыль просто выбивал на ура из корпусов. А когда делал первую чистку, то и чистили контакты, приводили в порядок провода. Постепенно и резервное копирование сделал. Что и говорить о возрасте компьютеров, так то, что когда организация ликвидировалась, то в головной офис отправили только серверы да компьютеры бухгалтеров, остальные отдали мне, мол девай куда хочешь .
",0.0,0.0
"Что-то мне подсказывает, что преступность там не меньше, чем в странах где руки не рубят.
",0.0,0.0
"Я как раз в Краснодарском крае живу. В прошлом году нормально посылки доходили, в позапрошлом привезли битый телефон, а в этом ещё ничего не брал почтой.
",0.0,0.0
"Абсолютно все страны мира, за исключением КНДР, религиозные страны. В одних светские законы выше религиозных, в других, особенно мусульманских странах, наоборот. Но суть остаётся таже - религия, верующие люди, есть везде. А разница также и в том, что канонические религии, в том числе и не традиционные и малораспространеные в том или ином регионе, в отличии от тоталитарных сект не ведут деструктивной деятельности.
",0.0,0.0
"А можно подробнее? Были надбавки или привилегии?
",0.0,0.0
"За такое обращение с деньгами в китае же подожено наказание. Там же вроде деньги портить нельзя.
",0.0,0.0
"2х1х1 - это 2 кубических метра воды. 2 тонны! Вы вчетвером 2 тонны носили?
",0.0,0.0
"ПОДПИСЫВАЙСЯ НА ПЕВДСА!!11
",1.0,1.0
"Вы написали ни о чём, вроде всё правильно, но трактовка настолько расплывчатая что можно сказать отчасти вредна. Помните про водительское удостоверение как было, например как можно полноценно удостовериться что паспорт и записи в нём подлинные.
",0.0,0.0
"Стринги надень, дура!
",1.0,1.0
"Речь не о том, что ютуб подсовывает, а о самых популярных играх. Касательно игр: популярное далеко не всегда значит хорошее. Имхо игровая индустрия переживает кризис идей. 1005000 клонов королевской битвы(пубга) не дадут соврать.
",0.0,0.0
"Это не развод. Абсолютно все банки отправляют эту СМС при смене паспорта. От ПСБ и мой муж получал, но он закрыл там счет лет 7 назад, а телефон в базе видимо остался.
",0.0,0.0
"Ну так непонимание с моей стороны возникло именно из-за того что было указано про бедность за 1к долларов.
",0.0,0.0
"Ооочень спорная личность. Чистая игра это точно не про него. Коллеги по пилатону до сей поры крайне не охотно его вспоминают.А вот спонсоры и прочие эффективные менеджеры, слагают оды.
",0.0,0.0
"только дебил пойдет регаться как самозанятый. Регаться надо за тем, что ты добропорядочный гражданин. налоги идут на строительство дорог, школ и прочего.
",1.0,1.0
"Да похуй кто там по нации так как Россия Многонациональное государство или полиэтническое.
",1.0,0.0
"Собственно, считается, что зебра в городе в принципе безопаснее моста туннеля
",0.0,0.0
"Печь по этому ебаному биомусору в чате плачет, пиздец и эти куколды же на полном серьезе сидят и слушают все эти селедкины сказки, это же просто пиздец каким уебаном надо быть
",1.0,0.0
"а не для здоровья нации. Здоровье нации это в первую очередь развитая медицина и диагностика заболеваний. Не дай бог тебе попасть в пидорашенскую поликлинику с чем-нибудь тяжелее ОРВИ - будешь по месяцу ждать очереди на диагностику, а диагноз тебе поставят года через два, если ты не сдохнешь как падаль в канаве.
",1.0,1.0
"Лучше бы вам pgn 300 выписали, сами поразитесь какой вы болтливый.)
",1.0,0.0
"Когда был там чувствуется прям энергетика этого места, аж мурашки..
",0.0,0.0
"Не такое большое количесьво, чтоб все разнести к ебеням. Если там только не что-нибудь термоядерное
",0.0,0.0
"Не буду же я постоянно в регионы мотаться. Это хороший вариант на один-два зуба, но не на все. 300 км в одну сторону? Бенза больше сожгу а назад под анастезией вообще не вариант, получается ещё и гостиница и соответственно потеря рабочего дня. Сам много думал, чтобы в Рязани делать, намного дешевле, но если углубиться в подробности не вариант.
",0.0,0.0
"А вот это вы ерунду говорите. Простому работяге и там не сладко. Вы не смотрите на их заработки только, а смотрите и все расходы, начиная от страховок и ЖКХ, кончая ценами на продукты. Всё возьмите и проведите анализ много ли денег остаётся . А вот тут можете посмотреть цены в Англии на продукты с пересчётом на рубли. Этот за 2015 год. Может память напряжёте и вспомните наши цены 4 года назад.
",0.0,0.0
"Тебе уже предоставляется такая возможность, белых русачков всё меньше, Наташи ебутся с чурками. Можешь начинать быть куколдом.
",1.0,0.0
"Есть вероятность, что при новом снимут санкции.
",0.0,0.0
"Ну таки в нормальном детсаде могут и 40 тыр в мес платить на руки. Плюс стаж и опыт - потом можно в частную школу и репетитором, по Москве это от 100 тыр в мес (сестра до 200 тыр в мес на репетиторстве имеет около 100 тыр в мес школа платит) Плюс может хочет сеять разумное, доброе, вечное.
",0.0,0.0
"Если раньше был НПФ КИТ финанс, то это нормально.
",0.0,0.0
"Не: они пока на стадии того, что мост это голограмма.
",0.0,0.0
"Свою территорию - это стоянку, стройку. А как по вашему ловят тигров и считают их, ставят геочипы? Тигры куда ловчее, а людям совсем не доверяют.
",0.0,0.0
"Имелось ввиду больше предложений в лингвистическом смысле - пошутил я про себя и возник следующий вопрос: Как лучше завершать предложения имеющие в окончании конкретный адрес, где может быть важен знак точки? Больше предложений на виза.ру трэвал.? Или больше предложений на виза.ру трэвал .? Или, быть может, больше предложений на виза.ру трэвал .?
",0.0,0.0
"В москве. На S- классе ездит. На передних сидениях.Обоих...
",0.0,0.0
"Кстати, по поводу стажировки, не знаю как в других регионах, но в мск полно вузов, которые отправляют на стажировки в разные уголки мира
",0.0,0.0
"Я один вижу, как уголок пытается себе отсосать?
",1.0,1.0
"То бы 99-ый год прошлого века. Тогда по всяким пустякам милицию не обращались. А сейчас чуть что сразу заяву в полицию, не разобравшись. А там, сегодня, работает много не компетентных людей, которые вообще не любят разбираться в чём-либо...",0.0,0.0
"В таких случаях правильно было бы не доказывать наличие состояния опьянения в момент ДТП, а по умолчанию считать водителя таковым в случае, когда он свалил с места происшествия.
",0.0,0.0
"А я знаю замечательных владельцев котов, кот с ними каждый день бегал в магазин и обратно, а однажды задумался и его переехала машина. И хозяйка не знала, куда деваться, поэтому он умер в муках. Зато жил насыщенной жизнью, без всяких там игр дома, прогулок на поводке и поездок по лесам, на том же поводке.
",0.0,0.0
"Детям нельзя заниматься сексом потому что они недееспособны, а это очень ответственное занятие, которое может отразиться на всей будущей жизни. Детям можно менять пол потому что...
",0.0,0.0
"В Высшей школе экономики (ВШЭ) Ко-ко-ко
",1.0,1.0
"Книжки психологов против фармакологии - это, конечно, сильный аргумент. Вещества, влияющие на ГАМК-рецепторы, в принципе приводят к отсутствию контроля над собой. Т.к. тормозят высшие нервные функции.
",0.0,1.0
"он же первый сезон пересматривает, там норм было. Другие можно было и не смотреть.
",0.0,0.0
"Ну как бы даже такой неправильный капитализм лучше социализма
",0.0,0.0
"да я ж не говорю, что сами, вот прочтите если вкратце, специалисты предлагают начать принимать ряд мер, чтоб потом их безопасно выпустить. вообще говорят, что много примеров успешной адаптации. по идее все норм было бы, если б каким-то чудом удалось заставить хапуг выпустить из лап плавучие миллионы долларов
",0.0,0.0
"Билайн. Волгоград. Вымпелком вообще охренел! В этом году тут началось - сильное ухудшилось связь, причём, как интернет, так и голосовая. Зае.ался звонить по 0611, где втирают всякую дичь (перезагрузите, вкл полет и тд). Дошёл таки до офиса(примечание - в влг нет головного офиса, он в мск), а там мне паренёк отвечает, мол, по всему влг такая херня. Ладно, билайн охренел, да и пошли они нах. Думал, хуже не будет. Ан нет, оказалось иначе. Забегал также в один банк, потому как не могу авторизоваться в их приложении, а их смс с логин пароль не доходят. Оказалось, что на данном номере ещё кто-то сидит (некая бабуля, 73 года. Больше про себя ничего не сказала), как выяснила по разговору девушка с банка. А оператор билайна на мои слова об этом говорит, мол, это невозможно. Типа, вам почудилось. Короче, так подумал, пошли они в жопу. Пойду в мегафон или йоту вместе с номером.
",0.0,0.0
"Это когда электрик-мудак не проверил исправность защитного заземления
",0.0,0.0
"Вот такую штуку использую вместо ванилина, больше нравится вкус и запах
",0.0,0.0
"Передайте , который меня в чс кинул, что это не русский портал. То, что тут посты выходят на русском ещё на означает, что он русский. Тут сидят люди с Украины, Беларуси, Казахстана и других стран, в которых разговаривают на русском.",0.0,0.0
"Из черепашек-ниндзя я смотрела только такие мультики Ну то есть, то что дальше следует. У меня как раз половое созревание наступило в момент выхода на наши экраны.
",0.0,0.0
"С каких это пор Росатом частная организация? Основными составляющими капитала и резервов Госкорпорции Росатом и ее организаций являются: целевое финансирование, получаемое Госкорпорацией Росатом на осуществление уставной деятельности в соответствии с Федеральным законом от 1 декабря 2001 года 317-ФЗ О Государственной корпорации по атомной энергии Росатом ; уставные капиталы (фонды) организаций (предприятий), в отношении которых Госкорпорация Росатом осуществляет полномочия собственника от имени Российской Федерации; добавочный капитал; резервный капитал, в том числе отраслевые резервы, создаваемые согласно постановлениям Правительства РФ от 30 января 2002 года 68 и от 21 сентября 2005 года 576; нераспределенная прибыль.
",0.0,0.0
